Date;Time;Turbidity
2017-05-28;0:50:00;5
2017-05-28;0:55:00;4
2017-05-28;1:00:00;4
2017-05-28;1:05:00;4
2017-05-28;1:10:00;4
2017-05-28;1:15:00;4
2017-05-28;1:20:00;4
2017-05-28;1:25:00;4
2017-05-28;1:30:00;4
2017-05-28;1:35:00;7
2017-05-28;1:40:00;3
2017-05-28;1:45:00;4
2017-05-28;1:50:00;4
2017-05-28;1:55:00;5
2017-05-28;2:00:00;5
2017-05-28;2:05:00;5
2017-05-28;2:10:00;4
2017-05-28;2:15:00;4
2017-05-28;2:20:00;4
2017-05-28;2:25:00;4
2017-05-28;2:30:00;4
2017-05-28;2:35:00;4
2017-05-28;2:40:00;4
2017-05-28;2:45:00;3
2017-05-28;2:50:00;5
2017-05-28;2:55:00;6
2017-05-28;3:00:00;4
2017-05-28;3:05:00;4
2017-05-28;3:10:00;4
2017-05-28;3:15:00;4
2017-05-28;3:20:00;4
2017-05-28;3:25:00;4
2017-05-28;3:30:00;4
2017-05-28;3:35:00;4
2017-05-28;3:40:00;4
2017-05-28;3:45:00;4
2017-05-28;3:50:00;4
2017-05-28;3:55:00;4
2017-05-28;4:00:00;4
2017-05-28;4:05:00;5
2017-05-28;4:10:00;4
2017-05-28;4:15:00;4
2017-05-28;4:20:00;4
2017-05-28;4:25:00;4
2017-05-28;4:30:00;5
2017-05-28;4:35:00;4
2017-05-28;4:40:00;4
2017-05-28;4:45:00;4
2017-05-28;4:50:00;5
2017-05-28;4:55:00;5
2017-05-28;5:00:00;4
2017-05-28;5:05:00;5
2017-05-28;5:10:00;4
2017-05-28;5:15:00;5
2017-05-28;5:20:00;4
2017-05-28;5:25:00;4
2017-05-28;5:30:00;6
2017-05-28;5:35:00;5
2017-05-28;5:40:00;5
2017-05-28;5:45:00;4
2017-05-28;5:50:00;4
2017-05-28;5:55:00;4
2017-05-28;6:00:00;4
2017-05-28;6:05:00;4
2017-05-28;6:10:00;4
2017-05-28;6:15:00;4
2017-05-28;6:20:00;4
2017-05-28;6:25:00;4
2017-05-28;6:30:00;4
2017-05-28;6:35:00;4
2017-05-28;6:40:00;4
2017-05-28;6:45:00;4
2017-05-28;6:50:00;4
2017-05-28;6:55:00;4
2017-05-28;7:00:00;4
2017-05-28;7:05:00;4
2017-05-28;7:10:00;5
2017-05-28;7:15:00;5
2017-05-28;7:20:00;5
2017-05-28;7:25:00;6
2017-05-28;7:30:00;4
2017-05-28;7:35:00;4
2017-05-28;7:40:00;4
2017-05-28;7:45:00;5
2017-05-28;7:50:00;5
2017-05-28;7:55:00;4
2017-05-28;8:00:00;4
2017-05-28;8:05:00;5
2017-05-28;8:10:00;8
2017-05-28;8:15:00;8
2017-05-28;8:20:00;4
2017-05-28;8:25:00;5
2017-05-28;8:30:00;7
2017-05-28;8:35:00;7
2017-05-28;8:40:00;6
2017-05-28;8:45:00;11
2017-05-28;8:50:00;4
2017-05-28;8:55:00;5
2017-05-28;9:00:00;8
2017-05-28;9:05:00;6
2017-05-28;9:10:00;4
2017-05-28;9:15:00;4
2017-05-28;9:20:00;4
2017-05-28;9:25:00;18
2017-05-28;9:30:00;17
2017-05-28;9:35:00;12
2017-05-28;9:40:00;7
2017-05-28;9:45:00;12
2017-05-28;9:50:00;5
2017-05-28;9:55:00;23
2017-05-28;10:00:00;5
2017-05-28;10:05:00;19
2017-05-28;10:10:00;5
2017-05-28;10:15:00;13
2017-05-28;10:20:00;15
2017-05-28;10:25:00;9
2017-05-28;10:30:00;6
2017-05-28;10:35:00;5
2017-05-28;10:40:00;5
2017-05-28;10:45:00;5
2017-05-28;10:50:00;6
2017-05-28;10:55:00;5
2017-05-28;11:00:00;6
2017-05-28;11:05:00;6
2017-05-28;11:10:00;5
2017-05-28;11:15:00;5
2017-05-28;11:20:00;6
2017-05-28;11:25:00;4
2017-05-28;11:30:00;6
2017-05-28;11:35:00;5
2017-05-28;11:40:00;6
2017-05-28;11:45:00;5
2017-05-28;11:50:00;6
2017-05-28;11:55:00;6
2017-05-28;12:00:00;7
2017-05-28;12:05:00;5
2017-05-28;12:10:00;7
2017-05-28;12:15:00;7
2017-05-28;12:20:00;7
2017-05-28;12:25:00;9
2017-05-28;12:30:00;6
2017-05-28;12:35:00;9
2017-05-28;12:40:00;10
2017-05-28;12:45:00;10
2017-05-28;12:50:00;6
2017-05-28;12:55:00;10
2017-05-28;13:00:00;12
2017-05-28;13:05:00;15
2017-05-28;13:10:00;14
2017-05-28;13:15:00;13
2017-05-28;13:20:00;11
2017-05-28;13:25:00;16
2017-05-28;13:30:00;11
2017-05-28;13:35:00;13
2017-05-28;13:40:00;14
2017-05-28;13:45:00;14
2017-05-28;13:50:00;11
2017-05-28;13:55:00;14
2017-05-28;14:00:00;11
2017-05-28;14:05:00;24
2017-05-28;14:10:00;9
2017-05-28;14:15:00;8
2017-05-28;14:20:00;5
2017-05-28;14:25:00;7
2017-05-28;14:30:00;9
2017-05-28;14:35:00;9
2017-05-28;14:40:00;7
2017-05-28;14:45:00;9
2017-05-28;14:50:00;11
2017-05-28;14:55:00;4
2017-05-28;15:00:00;9
2017-05-28;15:05:00;7
2017-05-28;15:10:00;12
2017-05-28;15:15:00;11
2017-05-28;15:20:00;9
2017-05-28;15:25:00;11
2017-05-28;15:30:00;11
2017-05-28;15:35:00;14
2017-05-28;15:40:00;13
2017-05-28;15:45:00;13
2017-05-28;15:50:00;13
2017-05-28;15:55:00;13
2017-05-28;16:00:00;11
2017-05-28;16:05:00;12
2017-05-28;16:10:00;19
2017-05-28;16:15:00;14
2017-05-28;16:20:00;18
2017-05-28;16:25:00;21
2017-05-28;16:30:00;14
2017-05-28;16:35:00;19
2017-05-28;16:40:00;23
2017-05-28;16:45:00;19
2017-05-28;16:50:00;20
2017-05-28;16:55:00;22
2017-05-28;17:00:00;23
2017-05-28;17:05:00;21
2017-05-28;17:10:00;11
2017-05-28;17:15:00;11
2017-05-28;17:20:00;14
2017-05-28;17:25:00;19
2017-05-28;17:30:00;14
2017-05-28;17:35:00;12
2017-05-28;17:40:00;13
2017-05-28;17:45:00;9
2017-05-28;17:50:00;9
2017-05-28;17:55:00;11
2017-05-28;18:00:00;11
2017-05-28;18:05:00;12
2017-05-28;18:10:00;12
2017-05-28;18:15:00;12
2017-05-28;18:20:00;13
2017-05-28;18:25:00;10
2017-05-28;18:30:00;10
2017-05-28;18:35:00;14
2017-05-28;18:40:00;13
2017-05-28;18:45:00;12
2017-05-28;18:50:00;15
2017-05-28;18:55:00;12
2017-05-28;19:00:00;15
2017-05-28;19:05:00;16
2017-05-28;19:10:00;12
2017-05-28;19:15:00;17
2017-05-28;19:20:00;15
2017-05-28;19:25:00;18
2017-05-28;19:30:00;20
2017-05-28;19:35:00;18
2017-05-28;19:40:00;18
2017-05-28;19:45:00;11
2017-05-28;19:50:00;13
2017-05-28;19:55:00;17
2017-05-28;20:00:00;21
2017-05-28;20:05:00;13
2017-05-28;20:10:00;16
2017-05-28;20:15:00;20
2017-05-28;20:20:00;20
2017-05-28;20:25:00;18
2017-05-28;20:30:00;12
2017-05-28;20:35:00;13
2017-05-28;20:40:00;14
2017-05-28;20:45:00;17
2017-05-28;20:50:00;15
2017-05-28;20:55:00;15
2017-05-28;21:00:00;20
2017-05-28;21:05:00;13
2017-05-28;21:10:00;10
2017-05-28;21:15:00;17
2017-05-28;21:20:00;15
2017-05-28;21:25:00;13
2017-05-28;21:30:00;12
2017-05-28;21:35:00;18
2017-05-28;21:40:00;13
2017-05-28;21:45:00;15
2017-05-28;21:50:00;13
2017-05-28;21:55:00;9
2017-05-28;22:00:00;17
2017-05-28;22:05:00;18
2017-05-28;22:10:00;12
2017-05-28;22:15:00;16
2017-05-28;22:20:00;13
2017-05-28;22:25:00;12
2017-05-28;22:30:00;14
2017-05-28;22:35:00;23
2017-05-28;22:40:00;22
2017-05-28;22:45:00;12
2017-05-28;22:50:00;13
2017-05-28;22:55:00;33
2017-05-28;23:00:00;14
2017-05-28;23:05:00;17
2017-05-28;23:10:00;16
2017-05-28;23:15:00;18
2017-05-28;23:20:00;33
2017-05-28;23:25:00;15
2017-05-28;23:30:00;13
2017-05-28;23:35:00;14
2017-05-28;23:40:00;9
2017-05-28;23:45:00;19
2017-05-28;23:50:00;18
2017-05-28;23:55:00;7
2017-05-29;0:00:00;19
2017-05-29;0:05:00;26
2017-05-29;0:10:00;25
2017-05-29;0:15:00;34
2017-05-29;0:20:00;8
2017-05-29;0:25:00;12
2017-05-29;0:30:00;10
2017-05-29;0:35:00;14
2017-05-29;0:40:00;21
2017-05-29;0:45:00;16
2017-05-29;0:50:00;19
2017-05-29;0:55:00;8
2017-05-29;1:00:00;23
2017-05-29;1:05:00;6
2017-05-29;1:10:00;9
2017-05-29;1:15:00;10
2017-05-29;1:20:00;11
2017-05-29;1:25:00;10
2017-05-29;1:30:00;6
2017-05-29;1:35:00;12
2017-05-29;1:40:00;12
2017-05-29;1:45:00;13
2017-05-29;1:50:00;11
2017-05-29;1:55:00;14
2017-05-29;2:00:00;12
2017-05-29;2:05:00;14
2017-05-29;2:10:00;16
2017-05-29;2:15:00;14
2017-05-29;2:20:00;18
2017-05-29;2:25:00;22
2017-05-29;2:30:00;18
2017-05-29;2:35:00;17
2017-05-29;2:40:00;22
2017-05-29;2:45:00;12
2017-05-29;2:50:00;8
2017-05-29;2:55:00;12
2017-05-29;3:00:00;12
2017-05-29;3:05:00;11
2017-05-29;3:10:00;13
2017-05-29;3:15:00;14
2017-05-29;3:20:00;12
2017-05-29;3:25:00;9
2017-05-29;3:30:00;14
2017-05-29;3:35:00;15
2017-05-29;3:40:00;10
2017-05-29;3:45:00;13
2017-05-29;3:50:00;13
2017-05-29;3:55:00;19
2017-05-29;4:00:00;19
2017-05-29;4:05:00;17
2017-05-29;4:10:00;16
2017-05-29;4:15:00;16
2017-05-29;4:20:00;21
2017-05-29;4:25:00;15
2017-05-29;4:30:00;12
2017-05-29;4:35:00;28
2017-05-29;4:40:00;29
2017-05-29;4:45:00;20
2017-05-29;4:50:00;23
2017-05-29;4:55:00;26
2017-05-29;5:00:00;29
2017-05-29;5:05:00;28
2017-05-29;5:10:00;25
2017-05-29;5:15:00;25
2017-05-29;5:20:00;34
2017-05-29;5:25:00;48
2017-05-29;5:30:00;35
2017-05-29;5:35:00;28
2017-05-29;5:40:00;35
2017-05-29;5:45:00;26
2017-05-29;5:50:00;21
2017-05-29;5:55:00;28
2017-05-29;6:00:00;13
2017-05-29;6:05:00;22
2017-05-29;6:10:00;29
2017-05-29;6:15:00;30
2017-05-29;6:20:00;24
2017-05-29;6:25:00;26
2017-05-29;6:30:00;24
2017-05-29;6:35:00;33
2017-05-29;6:40:00;41
2017-05-29;6:45:00;39
2017-05-29;6:50:00;33
2017-05-29;6:55:00;28
2017-05-29;7:00:00;30
2017-05-29;7:05:00;23
2017-05-29;7:10:00;27
2017-05-29;7:15:00;64
2017-05-29;7:20:00;24
2017-05-29;7:25:00;52
2017-05-29;7:30:00;35
2017-05-29;7:35:00;28
2017-05-29;7:40:00;30
2017-05-29;7:45:00;21
2017-05-29;7:50:00;28
2017-05-29;7:55:00;36
2017-05-29;8:00:00;32
2017-05-29;8:05:00;42
2017-05-29;8:10:00;31
2017-05-29;8:15:00;47
2017-05-29;8:20:00;48
2017-05-29;8:25:00;37
2017-05-29;8:30:00;32
2017-05-29;8:35:00;53
2017-05-29;8:40:00;56
2017-05-29;8:45:00;54
2017-05-29;8:50:00;65
2017-05-29;8:55:00;61
2017-05-29;9:00:00;70
2017-05-29;9:05:00;60
2017-05-29;9:10:00;68
2017-05-29;9:15:00;57
2017-05-29;9:20:00;63
2017-05-29;9:25:00;55
2017-05-29;9:30:00;73
2017-05-29;9:35:00;30
2017-05-29;9:40:00;33
2017-05-29;9:45:00;34
2017-05-29;9:50:00;33
2017-05-29;9:55:00;21
2017-05-29;10:00:00;38
2017-05-29;10:05:00;22
2017-05-29;10:10:00;37
2017-05-29;10:15:00;44
2017-05-29;10:20:00;44
2017-05-29;10:25:00;55
2017-05-29;10:30:00;53
2017-05-29;10:35:00;46
2017-05-29;10:40:00;48
2017-05-29;10:45:00;57
2017-05-29;10:50:00;45
2017-05-29;10:55:00;46
2017-05-29;11:00:00;34
2017-05-29;11:05:00;48
2017-05-29;11:10:00;40
2017-05-29;11:15:00;28
2017-05-29;11:20:00;32
2017-05-29;11:25:00;40
2017-05-29;11:30:00;38
2017-05-29;11:35:00;43
2017-05-29;11:40:00;40
2017-05-29;11:45:00;46
2017-05-29;11:50:00;46
2017-05-29;11:55:00;45
2017-05-29;12:00:00;54
2017-05-29;12:05:00;56
2017-05-29;12:10:00;53
2017-05-29;12:15:00;66
2017-05-29;12:20:00;57
2017-05-29;12:25:00;52
2017-05-29;12:30:00;51
2017-05-29;12:35:00;64
2017-05-29;12:40:00;81
2017-05-29;12:45:00;78
2017-05-29;12:50:00;73
2017-05-29;12:55:00;79
2017-05-29;13:00:00;63
2017-05-29;13:05:00;87
2017-05-29;13:10:00;51
2017-05-29;13:15:00;70
2017-05-29;13:20:00;76
2017-05-29;13:25:00;56
2017-05-29;13:30:00;53
2017-05-29;13:35:00;76
2017-05-29;13:40:00;73
2017-05-29;13:45:00;92
2017-05-29;13:50:00;70
2017-05-29;13:55:00;87
2017-05-29;14:00:00;91
2017-05-29;14:05:00;77
2017-05-29;14:10:00;30
2017-05-29;14:15:00;74
2017-05-29;14:20:00;57
2017-05-29;14:25:00;80
2017-05-29;14:30:00;54
2017-05-29;14:35:00;39
2017-05-29;14:40:00;73
2017-05-29;14:45:00;65
2017-05-29;14:50:00;66
2017-05-29;14:55:00;57
2017-05-29;15:00:00;49
2017-05-29;15:05:00;56
2017-05-29;15:10:00;72
2017-05-29;15:15:00;43
2017-05-29;15:20:00;34
2017-05-29;15:25:00;38
2017-05-29;15:30:00;40
2017-05-29;15:35:00;43
2017-05-29;15:40:00;46
2017-05-29;15:45:00;69
2017-05-29;15:50:00;34
2017-05-29;15:55:00;63
2017-05-29;16:00:00;47
2017-05-29;16:05:00;64
2017-05-29;16:10:00;73
2017-05-29;16:15:00;78
2017-05-29;16:20:00;67
2017-05-29;16:25:00;67
2017-05-29;16:30:00;64
2017-05-29;16:35:00;84
2017-05-29;16:40:00;75
2017-05-29;16:45:00;92
2017-05-29;16:50:00;90
2017-05-29;16:55:00;88
2017-05-29;17:00:00;85
2017-05-29;17:05:00;92
2017-05-29;17:10:00;83
2017-05-29;17:15:00;92
2017-05-29;17:20:00;92
2017-05-29;17:25:00;83
2017-05-29;17:30:00;96
2017-05-29;17:35:00;78
2017-05-29;17:40:00;86
2017-05-29;17:45:00;100
2017-05-29;17:50:00;108
2017-05-29;17:55:00;69
2017-05-29;18:00:00;71
2017-05-29;18:05:00;89
2017-05-29;18:10:00;61
2017-05-29;18:15:00;85
2017-05-29;18:20:00;116
2017-05-29;18:25:00;122
2017-05-29;18:30:00;131
2017-05-29;18:35:00;82
2017-05-29;18:40:00;136
2017-05-29;18:45:00;91
2017-05-29;18:50:00;80
2017-05-29;18:55:00;81
2017-05-29;19:00:00;80
2017-05-29;19:05:00;87
2017-05-29;19:10:00;84
2017-05-29;19:15:00;37
2017-05-29;19:20:00;83
2017-05-29;19:25:00;84
2017-05-29;19:30:00;78
2017-05-29;19:35:00;112
2017-05-29;19:40:00;34
2017-05-29;19:45:00;47
2017-05-29;19:50:00;87
2017-05-29;19:55:00;87
2017-05-29;20:00:00;77
2017-05-29;20:05:00;76
2017-05-29;20:10:00;64
2017-05-29;20:15:00;60
2017-05-29;20:20:00;89
2017-05-29;20:25:00;96
2017-05-29;20:30:00;75
2017-05-29;20:35:00;91
2017-05-29;20:40:00;93
2017-05-29;20:45:00;86
2017-05-29;20:50:00;66
2017-05-29;20:55:00;65
2017-05-29;21:00:00;78
2017-05-29;21:05:00;87
2017-05-29;21:10:00;111
2017-05-29;21:15:00;60
2017-05-29;21:20:00;96
2017-05-29;21:25:00;113
2017-05-29;21:30:00;67
2017-05-29;21:35:00;72
2017-05-29;21:40:00;62
2017-05-29;21:45:00;53
2017-05-29;21:50:00;69
2017-05-29;21:55:00;46
2017-05-29;22:00:00;77
2017-05-29;22:05:00;109
2017-05-29;22:10:00;102
2017-05-29;22:15:00;100
2017-05-29;22:20:00;114
2017-05-29;22:25:00;73
2017-05-29;22:30:00;43
2017-05-29;22:35:00;38
2017-05-29;22:40:00;47
2017-05-29;22:45:00;38
2017-05-29;22:50:00;39
2017-05-29;22:55:00;38
2017-05-29;23:00:00;44
2017-05-29;23:05:00;47
2017-05-29;23:10:00;44
2017-05-29;23:15:00;42
2017-05-29;23:20:00;57
2017-05-29;23:25:00;55
2017-05-29;23:30:00;49
2017-05-29;23:35:00;53
2017-05-29;23:40:00;63
2017-05-29;23:45:00;67
2017-05-29;23:50:00;62
2017-05-29;23:55:00;60
2017-05-30;0:00:00;52
2017-05-30;0:05:00;67
2017-05-30;0:10:00;51
2017-05-30;0:15:00;58
2017-05-30;0:20:00;63
2017-05-30;0:25:00;61
2017-05-30;0:30:00;67
2017-05-30;0:35:00;78
2017-05-30;0:40:00;75
2017-05-30;0:45:00;72
2017-05-30;0:50:00;56
2017-05-30;0:55:00;84
2017-05-30;1:00:00;81
2017-05-30;1:05:00;62
2017-05-30;1:10:00;79
2017-05-30;1:15:00;62
2017-05-30;1:20:00;83
2017-05-30;1:25:00;78
2017-05-30;1:30:00;40
2017-05-30;1:35:00;73
2017-05-30;1:40:00;62
2017-05-30;1:45:00;50
2017-05-30;1:50:00;60
2017-05-30;1:55:00;61
2017-05-30;2:00:00;67
2017-05-30;2:05:00;62
2017-05-30;2:10:00;57
2017-05-30;2:15:00;69
2017-05-30;2:20:00;67
2017-05-30;2:25:00;79
2017-05-30;2:30:00;36
2017-05-30;2:35:00;58
2017-05-30;2:40:00;69
2017-05-30;2:45:00;84
2017-05-30;2:50:00;62
2017-05-30;2:55:00;78
2017-05-30;3:00:00;66
2017-05-30;3:05:00;74
2017-05-30;3:10:00;73
2017-05-30;3:15:00;69
2017-05-30;3:20:00;85
2017-05-30;3:25:00;48
2017-05-30;3:30:00;93
2017-05-30;3:35:00;61
2017-05-30;3:40:00;87
2017-05-30;3:45:00;92
2017-05-30;3:50:00;82
2017-05-30;3:55:00;79
2017-05-30;4:00:00;105
2017-05-30;4:05:00;132
2017-05-30;4:10:00;88
2017-05-30;4:15:00;48
2017-05-30;4:20:00;82
2017-05-30;4:25:00;47
2017-05-30;4:30:00;72
2017-05-30;4:35:00;37
2017-05-30;4:40:00;45
2017-05-30;4:45:00;62
2017-05-30;4:50:00;58
2017-05-30;4:55:00;59
2017-05-30;5:00:00;108
2017-05-30;5:05:00;41
2017-05-30;5:10:00;49
2017-05-30;5:15:00;52
2017-05-30;5:20:00;49
2017-05-30;5:25:00;63
2017-05-30;5:30:00;57
2017-05-30;5:35:00;47
2017-05-30;5:40:00;90
2017-05-30;5:45:00;60
2017-05-30;5:50:00;73
2017-05-30;5:55:00;73
2017-05-30;6:00:00;56
2017-05-30;6:05:00;51
2017-05-30;6:10:00;68
2017-05-30;6:15:00;54
2017-05-30;6:20:00;83
2017-05-30;6:25:00;77
2017-05-30;6:30:00;66
2017-05-30;6:35:00;53
2017-05-30;6:40:00;71
2017-05-30;6:45:00;91
2017-05-30;6:50:00;71
2017-05-30;6:55:00;70
2017-05-30;7:00:00;77
2017-05-30;7:05:00;62
2017-05-30;7:10:00;96
2017-05-30;7:15:00;57
2017-05-30;7:20:00;88
2017-05-30;7:25:00;125
2017-05-30;7:30:00;108
2017-05-30;7:35:00;48
2017-05-30;7:40:00;76
2017-05-30;7:45:00;69
2017-05-30;7:50:00;51
2017-05-30;7:55:00;52
2017-05-30;8:00:00;52
2017-05-30;8:05:00;60
2017-05-30;8:10:00;88
2017-05-30;8:15:00;120
2017-05-30;8:20:00;40
2017-05-30;8:25:00;49
2017-05-30;8:30:00;53
2017-05-30;8:35:00;60
2017-05-30;8:40:00;59
2017-05-30;8:45:00;68
2017-05-30;8:50:00;75
2017-05-30;8:55:00;56
2017-05-30;9:00:00;49
2017-05-30;9:05:00;72
2017-05-30;9:10:00;74
2017-05-30;9:15:00;83
2017-05-30;9:20:00;96
2017-05-30;9:25:00;60
2017-05-30;9:30:00;71
2017-05-30;9:35:00;87
2017-05-30;9:40:00;66
2017-05-30;9:45:00;75
2017-05-30;9:50:00;53
2017-05-30;9:55:00;87
2017-05-30;10:00:00;81
2017-05-30;10:05:00;46
2017-05-30;10:10:00;52
2017-05-30;10:15:00;54
2017-05-30;10:20:00;63
2017-05-30;10:25:00;69
2017-05-30;10:30:00;71
2017-05-30;10:35:00;88
2017-05-30;10:40:00;78
2017-05-30;10:45:00;70
2017-05-30;10:50:00;71
2017-05-30;10:55:00;104
2017-05-30;11:00:00;112
2017-05-30;11:05:00;120
2017-05-30;11:10:00;104
2017-05-30;11:15:00;135
2017-05-30;11:20:00;131
2017-05-30;11:25:00;82
2017-05-30;11:30:00;117
2017-05-30;11:35:00;103
2017-05-30;11:40:00;101
2017-05-30;11:45:00;141
2017-05-30;11:50:00;39
2017-05-30;11:55:00;53
2017-05-30;12:00:00;62
2017-05-30;12:05:00;67
2017-05-30;12:10:00;55
2017-05-30;12:15:00;64
2017-05-30;12:20:00;55
2017-05-30;12:25:00;72
2017-05-30;12:30:00;53
2017-05-30;12:35:00;82
2017-05-30;12:40:00;69
2017-05-30;12:45:00;94
2017-05-30;12:50:00;100
2017-05-30;12:55:00;86
2017-05-30;13:00:00;49
2017-05-30;13:05:00;75
2017-05-30;13:10:00;115
2017-05-30;13:15:00;123
2017-05-30;13:20:00;46
2017-05-30;13:25:00;99
2017-05-30;13:30:00;127
2017-05-30;13:35:00;97
2017-05-30;13:40:00;96
2017-05-30;13:45:00;132
2017-05-30;13:50:00;116
2017-05-30;13:55:00;146
2017-05-30;14:00:00;148
2017-05-30;14:05:00;79
2017-05-30;14:10:00;92
2017-05-30;14:15:00;79
2017-05-30;14:20:00;106
2017-05-30;14:25:00;106
2017-05-30;14:30:00;103
2017-05-30;14:35:00;123
2017-05-30;14:40:00;97
2017-05-30;14:45:00;83
2017-05-30;14:50:00;118
2017-05-30;14:55:00;89
2017-05-30;15:00:00;108
2017-05-30;15:05:00;65
2017-05-30;15:10:00;83
2017-05-30;15:15:00;99
2017-05-30;15:20:00;110
2017-05-30;15:25:00;123
2017-05-30;15:30:00;95
2017-05-30;15:35:00;101
2017-05-30;15:40:00;80
2017-05-30;15:45:00;113
2017-05-30;15:50:00;98
2017-05-30;15:55:00;100
2017-05-30;16:00:00;148
2017-05-30;16:05:00;119
2017-05-30;16:10:00;115
2017-05-30;16:15:00;142
2017-05-30;16:20:00;77
2017-05-30;16:25:00;83
2017-05-30;16:30:00;65
2017-05-30;16:35:00;41
2017-05-30;16:40:00;59
2017-05-30;16:45:00;60
2017-05-30;16:50:00;62
2017-05-30;16:55:00;59
2017-05-30;17:00:00;2
2017-05-30;17:05:00;2
2017-05-30;17:10:00;2
2017-05-30;17:15:00;2
2017-05-30;17:20:00;2
2017-05-30;17:25:00;2
2017-05-30;17:30:00;2
2017-05-30;17:35:00;2
2017-05-30;17:40:00;2
2017-05-30;17:45:00;2
2017-05-30;17:50:00;2
2017-05-30;17:55:00;2
2017-05-30;18:00:00;2
2017-05-30;18:05:00;1
2017-05-30;18:10:00;1
2017-05-30;18:15:00;1
2017-05-30;18:20:00;1
2017-05-30;18:25:00;1
2017-05-30;18:30:00;1
2017-05-30;18:35:00;1
2017-05-30;18:40:00;1
2017-05-30;18:45:00;1
2017-05-30;18:50:00;1
2017-05-30;18:55:00;1
2017-05-30;19:00:00;2
2017-05-30;19:05:00;2
2017-05-30;19:10:00;2
2017-05-30;19:15:00;2
2017-05-30;19:20:00;2
2017-05-30;19:25:00;2
2017-05-30;19:30:00;2
2017-05-30;19:35:00;2
2017-05-30;19:40:00;2
2017-05-30;19:45:00;2
2017-05-30;19:50:00;2
2017-05-30;19:55:00;2
2017-05-30;20:00:00;2
2017-05-30;20:05:00;2
2017-05-30;20:10:00;2
2017-05-30;20:15:00;686
2017-05-30;20:20:00;690
2017-05-30;20:25:00;196
2017-05-30;20:30:00;33
2017-05-30;20:35:00;33
2017-05-30;20:40:00;33
2017-05-30;20:45:00;32
2017-05-30;20:50:00;75
