Date;Time;Level
2016-08-14;18:42:00;10.5
2016-08-14;18:43:00;10.5
2016-08-14;18:44:00;10.502
2016-08-14;18:45:00;10.503
2016-08-14;18:46:00;10.498
2016-08-14;18:47:00;10.502
2016-08-14;18:48:00;10.497
2016-08-14;18:49:00;10.5
2016-08-14;18:50:00;10.495
2016-08-14;18:51:00;10.502
2016-08-14;18:52:00;10.498
2016-08-14;18:53:00;10.497
2016-08-14;18:54:00;10.498
2016-08-14;18:55:00;10.503
2016-08-14;18:56:00;10.502
2016-08-14;18:57:00;10.5
2016-08-14;18:58:00;10.506
2016-08-14;18:59:00;10.503
2016-08-14;19:00:00;10.503
2016-08-14;19:01:00;10.503
2016-08-14;19:02:00;10.5
2016-08-14;19:03:00;10.498
2016-08-14;19:04:00;10.495
2016-08-14;19:05:00;10.503
2016-08-14;19:06:00;10.498
2016-08-14;19:07:00;10.5
2016-08-14;19:08:00;10.502
2016-08-14;19:09:00;10.5
2016-08-14;19:10:00;10.497
2016-08-14;19:11:00;10.5
2016-08-14;19:12:00;10.502
2016-08-14;19:13:00;10.492
2016-08-14;19:14:00;10.502
2016-08-14;19:15:00;10.502
2016-08-14;19:16:00;10.498
2016-08-14;19:17:00;10.5
2016-08-14;19:18:00;10.497
2016-08-14;19:19:00;10.502
2016-08-14;19:20:00;10.498
2016-08-14;19:21:00;10.502
2016-08-14;19:22:00;10.503
2016-08-14;19:23:00;10.498
2016-08-14;19:24:00;10.495
2016-08-14;19:25:00;10.497
2016-08-14;19:26:00;10.498
2016-08-14;19:27:00;10.502
2016-08-14;19:28:00;10.504
2016-08-14;19:29:00;10.502
2016-08-14;19:30:00;10.497
2016-08-14;19:31:00;10.498
2016-08-14;19:32:00;10.504
2016-08-14;19:33:00;10.498
2016-08-14;19:34:00;10.5
2016-08-14;19:35:00;10.502
2016-08-14;19:36:00;10.503
2016-08-14;19:37:00;10.498
2016-08-14;19:38:00;10.504
2016-08-14;19:39:00;10.495
2016-08-14;19:40:00;10.498
2016-08-14;19:41:00;10.498
2016-08-14;19:42:00;10.497
2016-08-14;19:43:00;10.497
2016-08-14;19:44:00;10.497
2016-08-14;19:45:00;10.503
2016-08-14;19:46:00;10.504
2016-08-14;19:47:00;10.503
2016-08-14;19:48:00;10.5
2016-08-14;19:49:00;10.504
2016-08-14;19:50:00;10.504
2016-08-14;19:51:00;10.503
2016-08-14;19:52:00;10.504
2016-08-14;19:53:00;10.504
2016-08-14;19:54:00;10.503
2016-08-14;19:55:00;10.503
2016-08-14;19:56:00;10.507
2016-08-14;19:57:00;10.506
2016-08-14;19:58:00;10.498
2016-08-14;19:59:00;10.498
2016-08-14;20:00:00;10.506
2016-08-14;20:01:00;10.5
2016-08-14;20:02:00;10.503
2016-08-14;20:03:00;10.502
2016-08-14;20:04:00;10.507
2016-08-14;20:05:00;10.502
2016-08-14;20:06:00;10.503
2016-08-14;20:07:00;10.5
2016-08-14;20:08:00;10.506
2016-08-14;20:09:00;10.502
2016-08-14;20:10:00;10.5
2016-08-14;20:11:00;10.498
2016-08-14;20:12:00;10.498
2016-08-14;20:13:00;10.507
2016-08-14;20:14:00;10.504
2016-08-14;20:15:00;10.503
2016-08-14;20:16:00;10.507
2016-08-14;20:17:00;10.503
2016-08-14;20:18:00;10.504
2016-08-14;20:19:00;10.507
2016-08-14;20:20:00;10.507
2016-08-14;20:21:00;10.503
2016-08-14;20:22:00;10.504
2016-08-14;20:23:00;10.503
2016-08-14;20:24:00;10.507
2016-08-14;20:25:00;10.503
2016-08-14;20:26:00;10.504
2016-08-14;20:27:00;10.506
2016-08-14;20:28:00;10.498
2016-08-14;20:29:00;10.504
2016-08-14;20:30:00;10.504
2016-08-14;20:31:00;10.498
2016-08-14;20:32:00;10.507
2016-08-14;20:33:00;10.506
2016-08-14;20:34:00;10.507
2016-08-14;20:35:00;10.506
2016-08-14;20:36:00;10.502
2016-08-14;20:37:00;10.506
2016-08-14;20:38:00;10.509
2016-08-14;20:39:00;10.507
2016-08-14;20:40:00;10.506
2016-08-14;20:41:00;10.509
2016-08-14;20:42:00;10.506
2016-08-14;20:43:00;10.507
2016-08-14;20:44:00;10.509
2016-08-14;20:45:00;10.507
2016-08-14;20:46:00;10.504
2016-08-14;20:47:00;10.513
2016-08-14;20:48:00;10.504
2016-08-14;20:49:00;10.507
2016-08-14;20:50:00;10.504
2016-08-14;20:51:00;10.51
2016-08-14;20:52:00;10.509
2016-08-14;20:53:00;10.51
2016-08-14;20:54:00;10.507
2016-08-14;20:55:00;10.51
2016-08-14;20:56:00;10.509
2016-08-14;20:57:00;10.507
2016-08-14;20:58:00;10.507
2016-08-14;20:59:00;10.51
2016-08-14;21:00:00;10.515
2016-08-14;21:01:00;10.507
2016-08-14;21:02:00;10.512
2016-08-14;21:03:00;10.507
2016-08-14;21:04:00;10.504
2016-08-14;21:05:00;10.507
2016-08-14;21:06:00;10.512
2016-08-14;21:07:00;10.509
2016-08-14;21:08:00;10.507
2016-08-14;21:09:00;10.513
2016-08-14;21:10:00;10.513
2016-08-14;21:11:00;10.513
2016-08-14;21:12:00;10.512
2016-08-14;21:13:00;10.51
2016-08-14;21:14:00;10.512
2016-08-14;21:15:00;10.506
2016-08-14;21:16:00;10.513
2016-08-14;21:17:00;10.513
2016-08-14;21:18:00;10.507
2016-08-14;21:19:00;10.504
2016-08-14;21:20:00;10.51
2016-08-14;21:21:00;10.51
2016-08-14;21:22:00;10.507
2016-08-14;21:23:00;10.512
2016-08-14;21:24:00;10.515
2016-08-14;21:25:00;10.504
2016-08-14;21:26:00;10.509
2016-08-14;21:27:00;10.509
2016-08-14;21:28:00;10.512
2016-08-14;21:29:00;10.509
2016-08-14;21:30:00;10.509
2016-08-14;21:31:00;10.516
2016-08-14;21:32:00;10.519
2016-08-14;21:33:00;10.509
2016-08-14;21:34:00;10.515
2016-08-14;21:35:00;10.51
2016-08-14;21:36:00;10.509
2016-08-14;21:37:00;10.507
2016-08-14;21:38:00;10.512
2016-08-14;21:39:00;10.507
2016-08-14;21:40:00;10.512
2016-08-14;21:41:00;10.507
2016-08-14;21:42:00;10.518
2016-08-14;21:43:00;10.519
2016-08-14;21:44:00;10.51
2016-08-14;21:45:00;10.512
2016-08-14;21:46:00;10.512
2016-08-14;21:47:00;10.509
2016-08-14;21:48:00;10.513
2016-08-14;21:49:00;10.512
2016-08-14;21:50:00;10.507
2016-08-14;21:51:00;10.521
2016-08-14;21:52:00;10.513
2016-08-14;21:53:00;10.515
2016-08-14;21:54:00;10.51
2016-08-14;21:55:00;10.512
2016-08-14;21:56:00;10.51
2016-08-14;21:57:00;10.513
2016-08-14;21:58:00;10.512
2016-08-14;21:59:00;10.513
2016-08-14;22:00:00;10.512
2016-08-14;22:01:00;10.506
2016-08-14;22:02:00;10.513
2016-08-14;22:03:00;10.513
2016-08-14;22:04:00;10.509
2016-08-14;22:05:00;10.51
2016-08-14;22:06:00;10.509
2016-08-14;22:07:00;10.507
2016-08-14;22:08:00;10.513
2016-08-14;22:09:00;10.51
2016-08-14;22:10:00;10.512
2016-08-14;22:11:00;10.513
2016-08-14;22:12:00;10.512
2016-08-14;22:13:00;10.506
2016-08-14;22:14:00;10.513
2016-08-14;22:15:00;10.509
2016-08-14;22:16:00;10.504
2016-08-14;22:17:00;10.509
2016-08-14;22:18:00;10.502
2016-08-14;22:19:00;10.513
2016-08-14;22:20:00;10.513
2016-08-14;22:21:00;10.513
2016-08-14;22:22:00;10.51
2016-08-14;22:23:00;10.51
2016-08-14;22:24:00;10.509
2016-08-14;22:25:00;10.51
2016-08-14;22:26:00;10.51
2016-08-14;22:27:00;10.513
2016-08-14;22:28:00;10.512
2016-08-14;22:29:00;10.506
2016-08-14;22:30:00;10.512
2016-08-14;22:31:00;10.509
2016-08-14;22:32:00;10.507
2016-08-14;22:33:00;10.51
2016-08-14;22:34:00;10.513
2016-08-14;22:35:00;10.513
2016-08-14;22:36:00;10.503
2016-08-14;22:37:00;10.509
2016-08-14;22:38:00;10.515
2016-08-14;22:39:00;10.512
2016-08-14;22:40:00;10.51
2016-08-14;22:41:00;10.518
2016-08-14;22:42:00;10.51
2016-08-14;22:43:00;10.513
2016-08-14;22:44:00;10.512
2016-08-14;22:45:00;10.518
2016-08-14;22:46:00;10.51
2016-08-14;22:47:00;10.51
2016-08-14;22:48:00;10.518
2016-08-14;22:49:00;10.515
2016-08-14;22:50:00;10.512
2016-08-14;22:51:00;10.516
2016-08-14;22:52:00;10.515
2016-08-14;22:53:00;10.518
2016-08-14;22:54:00;10.515
2016-08-14;22:55:00;10.512
2016-08-14;22:56:00;10.515
2016-08-14;22:57:00;10.516
2016-08-14;22:58:00;10.512
2016-08-14;22:59:00;10.51
2016-08-14;23:00:00;10.518
2016-08-14;23:01:00;10.518
2016-08-14;23:02:00;10.518
2016-08-14;23:03:00;10.507
2016-08-14;23:04:00;10.516
2016-08-14;23:05:00;10.516
2016-08-14;23:06:00;10.513
2016-08-14;23:07:00;10.512
2016-08-14;23:08:00;10.513
2016-08-14;23:09:00;10.515
2016-08-14;23:10:00;10.515
2016-08-14;23:11:00;10.516
2016-08-14;23:12:00;10.519
2016-08-14;23:13:00;10.518
2016-08-14;23:14:00;10.51
2016-08-14;23:15:00;10.518
2016-08-14;23:16:00;10.512
2016-08-14;23:17:00;10.518
2016-08-14;23:18:00;10.512
2016-08-14;23:19:00;10.519
2016-08-14;23:20:00;10.523
2016-08-14;23:21:00;10.516
2016-08-14;23:22:00;10.513
2016-08-14;23:23:00;10.515
2016-08-14;23:24:00;10.521
2016-08-14;23:25:00;10.516
2016-08-14;23:26:00;10.521
2016-08-14;23:27:00;10.515
2016-08-14;23:28:00;10.518
2016-08-14;23:29:00;10.515
2016-08-14;23:30:00;10.513
2016-08-14;23:31:00;10.513
2016-08-14;23:32:00;10.518
2016-08-14;23:33:00;10.51
2016-08-14;23:34:00;10.516
2016-08-14;23:35:00;10.512
2016-08-14;23:36:00;10.513
2016-08-14;23:37:00;10.519
2016-08-14;23:38:00;10.521
2016-08-14;23:39:00;10.513
2016-08-14;23:40:00;10.518
2016-08-14;23:41:00;10.518
2016-08-14;23:42:00;10.519
2016-08-14;23:43:00;10.525
2016-08-14;23:44:00;10.521
2016-08-14;23:45:00;10.518
2016-08-14;23:46:00;10.523
2016-08-14;23:47:00;10.516
2016-08-14;23:48:00;10.519
2016-08-14;23:49:00;10.518
2016-08-14;23:50:00;10.521
2016-08-14;23:51:00;10.523
2016-08-14;23:52:00;10.513
2016-08-14;23:53:00;10.521
2016-08-14;23:54:00;10.521
2016-08-14;23:55:00;10.518
2016-08-14;23:56:00;10.519
2016-08-14;23:57:00;10.521
2016-08-14;23:58:00;10.523
2016-08-14;23:59:00;10.519
2016-08-15;0:00:00;10.527
2016-08-15;0:01:00;10.527
2016-08-15;0:02:00;10.519
2016-08-15;0:03:00;10.524
2016-08-15;0:04:00;10.524
2016-08-15;0:05:00;10.521
2016-08-15;0:06:00;10.521
2016-08-15;0:07:00;10.527
2016-08-15;0:08:00;10.519
2016-08-15;0:09:00;10.525
2016-08-15;0:10:00;10.518
2016-08-15;0:11:00;10.523
2016-08-15;0:12:00;10.524
2016-08-15;0:13:00;10.521
2016-08-15;0:14:00;10.525
2016-08-15;0:15:00;10.524
2016-08-15;0:16:00;10.523
2016-08-15;0:17:00;10.523
2016-08-15;0:18:00;10.518
2016-08-15;0:19:00;10.524
2016-08-15;0:20:00;10.521
2016-08-15;0:21:00;10.521
2016-08-15;0:22:00;10.527
2016-08-15;0:23:00;10.523
2016-08-15;0:24:00;10.521
2016-08-15;0:25:00;10.518
2016-08-15;0:26:00;10.518
2016-08-15;0:27:00;10.521
2016-08-15;0:28:00;10.525
2016-08-15;0:29:00;10.524
2016-08-15;0:30:00;10.527
2016-08-15;0:31:00;10.527
2016-08-15;0:32:00;10.519
2016-08-15;0:33:00;10.523
2016-08-15;0:34:00;10.523
2016-08-15;0:35:00;10.519
2016-08-15;0:36:00;10.519
2016-08-15;0:37:00;10.53
2016-08-15;0:38:00;10.525
2016-08-15;0:39:00;10.525
2016-08-15;0:40:00;10.524
2016-08-15;0:41:00;10.525
2016-08-15;0:42:00;10.521
2016-08-15;0:43:00;10.525
2016-08-15;0:44:00;10.525
2016-08-15;0:45:00;10.523
2016-08-15;0:46:00;10.524
2016-08-15;0:47:00;10.523
2016-08-15;0:48:00;10.523
2016-08-15;0:49:00;10.521
2016-08-15;0:50:00;10.525
2016-08-15;0:51:00;10.518
2016-08-15;0:52:00;10.518
2016-08-15;0:53:00;10.524
2016-08-15;0:54:00;10.524
2016-08-15;0:55:00;10.524
2016-08-15;0:56:00;10.523
2016-08-15;0:57:00;10.518
2016-08-15;0:58:00;10.521
2016-08-15;0:59:00;10.525
2016-08-15;1:00:00;10.524
2016-08-15;1:01:00;10.524
2016-08-15;1:02:00;10.524
2016-08-15;1:03:00;10.521
2016-08-15;1:04:00;10.521
2016-08-15;1:05:00;10.525
2016-08-15;1:06:00;10.521
2016-08-15;1:07:00;10.524
2016-08-15;1:08:00;10.525
2016-08-15;1:09:00;10.525
2016-08-15;1:10:00;10.521
2016-08-15;1:11:00;10.523
2016-08-15;1:12:00;10.521
2016-08-15;1:13:00;10.516
2016-08-15;1:14:00;10.523
2016-08-15;1:15:00;10.521
2016-08-15;1:16:00;10.527
2016-08-15;1:17:00;10.524
2016-08-15;1:18:00;10.519
2016-08-15;1:19:00;10.523
2016-08-15;1:20:00;10.523
2016-08-15;1:21:00;10.523
2016-08-15;1:22:00;10.528
2016-08-15;1:23:00;10.521
2016-08-15;1:24:00;10.527
2016-08-15;1:25:00;10.527
2016-08-15;1:26:00;10.527
2016-08-15;1:27:00;10.519
2016-08-15;1:28:00;10.521
2016-08-15;1:29:00;10.518
2016-08-15;1:30:00;10.521
2016-08-15;1:31:00;10.524
2016-08-15;1:32:00;10.513
2016-08-15;1:33:00;10.523
2016-08-15;1:34:00;10.527
2016-08-15;1:35:00;10.524
2016-08-15;1:36:00;10.523
2016-08-15;1:37:00;10.524
2016-08-15;1:38:00;10.519
2016-08-15;1:39:00;10.519
2016-08-15;1:40:00;10.523
2016-08-15;1:41:00;10.524
2016-08-15;1:42:00;10.519
2016-08-15;1:43:00;10.519
2016-08-15;1:44:00;10.525
2016-08-15;1:45:00;10.519
2016-08-15;1:46:00;10.521
2016-08-15;1:47:00;10.524
2016-08-15;1:48:00;10.53
2016-08-15;1:49:00;10.525
2016-08-15;1:50:00;10.524
2016-08-15;1:51:00;10.521
2016-08-15;1:52:00;10.524
2016-08-15;1:53:00;10.527
2016-08-15;1:54:00;10.523
2016-08-15;1:55:00;10.523
2016-08-15;1:56:00;10.523
2016-08-15;1:57:00;10.525
2016-08-15;1:58:00;10.523
2016-08-15;1:59:00;10.523
2016-08-15;2:00:00;10.521
2016-08-15;2:01:00;10.518
2016-08-15;2:02:00;10.521
2016-08-15;2:03:00;10.523
2016-08-15;2:04:00;10.523
2016-08-15;2:05:00;10.521
2016-08-15;2:06:00;10.527
2016-08-15;2:07:00;10.528
2016-08-15;2:08:00;10.524
2016-08-15;2:09:00;10.524
2016-08-15;2:10:00;10.523
2016-08-15;2:11:00;10.525
2016-08-15;2:12:00;10.528
2016-08-15;2:13:00;10.523
2016-08-15;2:14:00;10.527
2016-08-15;2:15:00;10.525
2016-08-15;2:16:00;10.524
2016-08-15;2:17:00;10.524
2016-08-15;2:18:00;10.527
2016-08-15;2:19:00;10.521
2016-08-15;2:20:00;10.523
2016-08-15;2:21:00;10.527
2016-08-15;2:22:00;10.525
2016-08-15;2:23:00;10.524
2016-08-15;2:24:00;10.524
2016-08-15;2:25:00;10.525
2016-08-15;2:26:00;10.524
2016-08-15;2:27:00;10.524
2016-08-15;2:28:00;10.524
2016-08-15;2:29:00;10.527
2016-08-15;2:30:00;10.523
2016-08-15;2:31:00;10.519
2016-08-15;2:32:00;10.524
2016-08-15;2:33:00;10.528
2016-08-15;2:34:00;10.524
2016-08-15;2:35:00;10.525
2016-08-15;2:36:00;10.527
2016-08-15;2:37:00;10.53
2016-08-15;2:38:00;10.527
2016-08-15;2:39:00;10.527
2016-08-15;2:40:00;10.527
2016-08-15;2:41:00;10.521
2016-08-15;2:42:00;10.524
2016-08-15;2:43:00;10.53
2016-08-15;2:44:00;10.528
2016-08-15;2:45:00;10.527
2016-08-15;2:46:00;10.524
2016-08-15;2:47:00;10.523
2016-08-15;2:48:00;10.527
2016-08-15;2:49:00;10.527
2016-08-15;2:50:00;10.521
2016-08-15;2:51:00;10.523
2016-08-15;2:52:00;10.525
2016-08-15;2:53:00;10.523
2016-08-15;2:54:00;10.525
2016-08-15;2:55:00;10.527
2016-08-15;2:56:00;10.533
2016-08-15;2:57:00;10.525
2016-08-15;2:58:00;10.527
2016-08-15;2:59:00;10.524
2016-08-15;3:00:00;10.525
2016-08-15;3:01:00;10.53
2016-08-15;3:02:00;10.528
2016-08-15;3:03:00;10.525
2016-08-15;3:04:00;10.525
2016-08-15;3:05:00;10.528
2016-08-15;3:06:00;10.528
2016-08-15;3:07:00;10.528
2016-08-15;3:08:00;10.521
2016-08-15;3:09:00;10.527
2016-08-15;3:10:00;10.531
2016-08-15;3:11:00;10.531
2016-08-15;3:12:00;10.527
2016-08-15;3:13:00;10.525
2016-08-15;3:14:00;10.53
2016-08-15;3:15:00;10.53
2016-08-15;3:16:00;10.533
2016-08-15;3:17:00;10.527
2016-08-15;3:18:00;10.528
2016-08-15;3:19:00;10.524
2016-08-15;3:20:00;10.53
2016-08-15;3:21:00;10.536
2016-08-15;3:22:00;10.528
2016-08-15;3:23:00;10.53
2016-08-15;3:24:00;10.524
2016-08-15;3:25:00;10.531
2016-08-15;3:26:00;10.527
2016-08-15;3:27:00;10.525
2016-08-15;3:28:00;10.524
2016-08-15;3:29:00;10.527
2016-08-15;3:30:00;10.531
2016-08-15;3:31:00;10.521
2016-08-15;3:32:00;10.527
2016-08-15;3:33:00;10.527
2016-08-15;3:34:00;10.524
2016-08-15;3:35:00;10.525
2016-08-15;3:36:00;10.53
2016-08-15;3:37:00;10.531
2016-08-15;3:38:00;10.527
2016-08-15;3:39:00;10.53
2016-08-15;3:40:00;10.525
2016-08-15;3:41:00;10.533
2016-08-15;3:42:00;10.531
2016-08-15;3:43:00;10.531
2016-08-15;3:44:00;10.53
2016-08-15;3:45:00;10.531
2016-08-15;3:46:00;10.53
2016-08-15;3:47:00;10.531
2016-08-15;3:48:00;10.53
2016-08-15;3:49:00;10.536
2016-08-15;3:50:00;10.536
2016-08-15;3:51:00;10.533
2016-08-15;3:52:00;10.527
2016-08-15;3:53:00;10.531
2016-08-15;3:54:00;10.527
2016-08-15;3:55:00;10.537
2016-08-15;3:56:00;10.531
2016-08-15;3:57:00;10.531
2016-08-15;3:58:00;10.533
2016-08-15;3:59:00;10.533
2016-08-15;4:00:00;10.531
2016-08-15;4:01:00;10.53
2016-08-15;4:02:00;10.53
2016-08-15;4:03:00;10.53
2016-08-15;4:04:00;10.537
2016-08-15;4:05:00;10.525
2016-08-15;4:06:00;10.531
2016-08-15;4:07:00;10.533
2016-08-15;4:08:00;10.533
2016-08-15;4:09:00;10.525
2016-08-15;4:10:00;10.53
2016-08-15;4:11:00;10.528
2016-08-15;4:12:00;10.531
2016-08-15;4:13:00;10.527
2016-08-15;4:14:00;10.536
2016-08-15;4:15:00;10.539
2016-08-15;4:16:00;10.533
2016-08-15;4:17:00;10.537
2016-08-15;4:18:00;10.533
2016-08-15;4:19:00;10.536
2016-08-15;4:20:00;10.533
2016-08-15;4:21:00;10.536
2016-08-15;4:22:00;10.537
2016-08-15;4:23:00;10.531
2016-08-15;4:24:00;10.536
2016-08-15;4:25:00;10.53
2016-08-15;4:26:00;10.535
2016-08-15;4:27:00;10.528
2016-08-15;4:28:00;10.535
2016-08-15;4:29:00;10.533
2016-08-15;4:30:00;10.537
2016-08-15;4:31:00;10.536
2016-08-15;4:32:00;10.53
2016-08-15;4:33:00;10.535
2016-08-15;4:34:00;10.536
2016-08-15;4:35:00;10.535
2016-08-15;4:36:00;10.536
2016-08-15;4:37:00;10.535
2016-08-15;4:38:00;10.539
2016-08-15;4:39:00;10.54
2016-08-15;4:40:00;10.531
2016-08-15;4:41:00;10.531
2016-08-15;4:42:00;10.535
2016-08-15;4:43:00;10.539
2016-08-15;4:44:00;10.537
2016-08-15;4:45:00;10.531
2016-08-15;4:46:00;10.536
2016-08-15;4:47:00;10.53
2016-08-15;4:48:00;10.536
2016-08-15;4:49:00;10.536
2016-08-15;4:50:00;10.536
2016-08-15;4:51:00;10.535
2016-08-15;4:52:00;10.535
2016-08-15;4:53:00;10.536
2016-08-15;4:54:00;10.537
2016-08-15;4:55:00;10.539
2016-08-15;4:56:00;10.536
2016-08-15;4:57:00;10.539
2016-08-15;4:58:00;10.537
2016-08-15;4:59:00;10.531
2016-08-15;5:00:00;10.535
2016-08-15;5:01:00;10.539
